Approx Date,Approx Closing Price,
4/10/2004,202,
4/12/2004,197,
4/15/2004,203,
4/16/2004,201,
4/20/2004,204,
4/21/2004,202,
4/26/2004,205,
4/27/2004,203,
4/30/2004,204,
5/2/2004,204,
5/4/2004,201,
5/6/2004,204,
5/9/2004,201,
5/10/2004,203,
5/10/2004,200,
5/14/2004,204,
5/14/2004,200,
5/18/2004,204,
5/19/2004,205,
5/24/2004,204,
5/25/2004,206,
5/29/2004,205,
5/29/2004,203,
5/29/2004,204,
5/31/2004,206,
6/3/2004,208,
6/3/2004,206,
6/5/2004,202,
6/6/2004,210,
6/7/2004,206,
6/8/2004,214,
6/8/2004,212,
6/8/2004,211,
6/11/2004,209,
6/12/2004,216,
6/14/2004,214,
6/14/2004,213,
6/15/2004,212,
6/18/2004,211,
6/19/2004,212,
6/19/2004,215,
6/22/2004,214,
6/22/2004,211,
6/26/2004,217,
6/27/2004,212,
7/1/2004,219,
7/2/2004,221,
7/3/2004,216,
7/5/2004,227,
7/5/2004,224,
7/6/2004,226,
7/8/2004,219,
7/11/2004,226,
7/12/2004,223,
7/13/2004,226,
7/17/2004,222,
7/19/2004,225,
7/22/2004,224,
7/24/2004,221,
7/27/2004,225,
7/29/2004,223,
7/31/2004,226,
8/4/2004,229,
8/4/2004,223,
8/6/2004,231,
8/8/2004,232,
8/9/2004,226,
8/11/2004,233,
8/14/2004,236,
8/14/2004,235,
8/14/2004,231,
8/16/2004,239,
8/18/2004,241,
8/18/2004,232,
8/21/2004,236,
8/22/2004,241,
8/22/2004,239,
8/24/2004,236,
8/25/2004,241,
8/26/2004,235,
8/27/2004,234,
8/29/2004,239,
8/31/2004,237,
9/2/2004,234,
9/4/2004,235,
9/4/2004,233,
9/7/2004,237,
9/8/2004,231,
9/11/2004,233,
9/12/2004,231,
9/12/2004,229,
9/14/2004,235,
9/14/2004,234,
9/15/2004,230,
9/17/2004,236,
9/19/2004,230,
9/20/2004,235,
9/21/2004,233,
9/23/2004,236,
9/26/2004,233,
9/29/2004,233,
10/2/2004,234,
10/4/2004,232,
10/7/2004,234,
10/10/2004,232,
10/12/2004,232,
10/15/2004,232,
10/18/2004,232,
10/20/2004,232,
10/23/2004,232,
10/26/2004,230,
10/28/2004,233,
10/31/2004,232,
11/1/2004,232,
11/5/2004,234,
11/5/2004,232,
11/9/2004,236,
11/11/2004,233,
11/12/2004,237,
11/14/2004,239,
11/16/2004,234,
11/18/2004,241,
11/21/2004,238,
11/22/2004,240,
11/25/2004,237,
11/26/2004,238,
11/27/2004,240,
12/2/2004,237,
12/2/2004,238,
12/4/2004,236,
12/7/2004,237,
12/10/2004,236,
12/13/2004,235,
12/15/2004,237,
12/18/2004,236,
12/20/2004,238,
12/23/2004,237,
12/24/2004,239,
12/28/2004,238,
12/29/2004,237,
1/1/2005,237,
1/1/2005,236,
1/3/2005,238,
1/5/2005,235,
1/8/2005,236,
1/9/2005,237,
1/9/2005,236,
1/13/2005,239,
1/14/2005,234,
1/18/2005,240,
1/18/2005,236,
1/20/2005,242,
1/22/2005,244,
1/22/2005,239,
1/25/2005,246,
1/27/2005,240,
1/29/2005,247,
2/2/2005,247,
2/2/2005,244,
2/5/2005,248,
2/6/2005,250,
2/7/2005,246,
2/10/2005,252,
2/12/2005,246,
2/13/2005,257,
2/13/2005,255,
2/13/2005,253,
2/15/2005,265,
2/15/2005,263,
2/15/2005,262,
2/15/2005,260,
2/15/2005,259,
2/15/2005,250,
2/18/2005,267,
2/19/2005,251,
2/21/2005,265,
2/22/2005,263,
2/22/2005,254,
2/24/2005,263,
2/24/2005,259,
2/26/2005,265,
2/27/2005,267,
3/1/2005,266,
3/3/2005,271,
3/3/2005,269,
3/3/2005,267,
3/3/2005,263,
3/6/2005,273,
3/8/2005,279,
3/8/2005,277,
3/8/2005,265,
3/9/2005,276,
3/11/2005,282,
3/12/2005,281,
3/12/2005,268,
3/14/2005,280,
3/15/2005,272,
3/16/2005,278,
3/16/2005,277,
3/18/2005,277,
3/19/2005,273,
3/20/2005,282,
3/21/2005,274,
3/24/2005,277,
3/24/2005,278,
3/27/2005,278,
3/30/2005,281,
3/30/2005,280,
3/30/2005,273,
4/3/2005,284,
4/4/2005,277,
4/7/2005,285,
4/8/2005,280,
4/9/2005,287,
4/12/2005,289,
4/12/2005,283,
4/13/2005,290,
4/17/2005,286,
4/19/2005,293,
4/23/2005,293,
4/23/2005,290,
4/27/2005,294,
4/28/2005,292,
5/1/2005,294,
5/2/2005,295,
5/3/2005,293,
5/7/2005,298,
5/8/2005,297,
5/8/2005,295,
5/8/2005,293,
5/8/2005,292,
5/8/2005,290,
5/9/2005,293,
5/10/2005,289,
5/14/2005,296,
5/15/2005,286,
5/18/2005,296,
5/18/2005,291,
5/19/2005,284,
5/19/2005,283,
5/19/2005,288,
5/22/2005,281,
5/24/2005,280,
5/24/2005,279,
5/25/2005,284,
5/27/2005,275,
5/29/2005,277,
5/30/2005,282,
6/3/2005,279,
6/3/2005,279,
6/7/2005,276,
6/8/2005,281,
6/13/2005,280,
6/13/2005,279,
6/18/2005,281,
6/19/2005,278,
6/23/2005,279,
6/24/2005,278,
6/25/2005,280,
6/29/2005,281,
6/29/2005,277,
7/3/2005,276,
7/5/2005,281,
7/7/2005,280,
7/10/2005,282,
7/11/2005,283,
7/12/2005,280,
7/15/2005,285,
7/17/2005,281,
7/18/2005,286,
7/23/2005,288,
7/23/2005,283,
7/24/2005,289,
7/27/2005,290,
7/28/2005,292,
7/28/2005,285,
7/30/2005,293,
8/2/2005,288,
8/3/2005,295,
8/4/2005,297,
8/7/2005,301,
8/7/2005,299,
8/8/2005,291,
8/11/2005,304,
8/13/2005,294,
8/15/2005,301,
8/15/2005,298,
8/16/2005,299,
8/17/2005,299,
8/21/2005,300,
8/21/2005,304,
8/25/2005,299,
8/26/2005,298,
8/28/2005,297,
8/28/2005,295,
8/31/2005,293,
8/31/2005,292,
8/31/2005,290,
9/1/2005,299,
9/6/2005,297,
9/10/2005,288,
9/11/2005,291,
9/17/2005,292,
9/21/2005,289,
9/23/2005,292,
9/27/2005,296,
10/3/2005,294,
10/8/2005,292,
10/14/2005,292,
10/19/2005,294,
10/24/2005,295,
10/30/2005,296,
11/3/2005,297,
11/5/2005,302,
11/9/2005,305,
11/15/2005,306,
11/20/2005,304,
11/24/2005,304,
11/28/2005,300,
12/3/2005,301,
12/9/2005,301,
12/14/2005,301,
12/18/2005,302,
12/22/2005,298,
12/27/2005,301,
1/2/2006,304,
1/7/2006,307,
1/8/2006,303,
1/10/2006,299,
1/15/2006,301,
1/20/2006,304,
1/26/2006,304,
1/31/2006,304,
2/5/2006,304,
2/11/2006,305,
2/15/2006,305,
2/19/2006,308,
2/24/2006,309,
2/28/2006,317,
2/28/2006,312,
3/3/2006,323,
3/4/2006,326,
3/8/2006,325,
3/11/2006,328,
3/14/2006,335,
3/14/2006,332,
3/18/2006,339,
3/22/2006,338,
3/23/2006,333,
3/28/2006,337,
4/3/2006,339,
4/8/2006,338,
4/13/2006,337,
4/19/2006,335,
4/24/2006,334,
4/28/2006,337,
5/1/2006,363,
5/1/2006,359,
5/1/2006,354,
5/1/2006,349,
5/1/2006,345,
5/1/2006,341,
5/3/2006,372,
5/5/2006,368,
5/10/2006,368,
5/11/2006,372,
5/14/2006,379,
5/14/2006,376,
5/18/2006,386,
5/23/2006,382,
5/27/2006,377,
5/29/2006,371,
6/3/2006,373,
6/4/2006,377,
6/8/2006,371,
6/14/2006,370,
6/19/2006,370,
6/25/2006,372,
6/30/2006,377,
7/4/2006,377,
7/8/2006,374,
7/13/2006,378,
7/19/2006,383,
7/24/2006,385,
7/28/2006,389,
7/31/2006,393,
8/4/2006,397,
8/8/2006,393,
8/8/2006,389,
8/9/2006,385,
8/13/2006,379,
8/13/2006,375,
8/13/2006,370,
8/13/2006,365,
8/16/2006,355,
8/17/2006,360,
8/18/2006,365,
8/21/2006,384,
8/21/2006,379,
8/21/2006,376,
8/22/2006,389,
8/26/2006,388,
8/30/2006,382,
9/5/2006,378,
9/10/2006,380,
9/15/2006,381,
9/21/2006,382,
9/25/2006,382,
9/27/2006,386,
9/29/2006,392,
10/4/2006,391,
10/8/2006,396,
10/8/2006,392,
10/12/2006,399,
10/17/2006,397,
10/23/2006,398,
10/28/2006,403,
10/31/2006,407,
11/1/2006,403,
11/3/2006,412,
11/4/2006,417,
11/7/2006,423,
11/9/2006,437,
11/9/2006,433,
11/11/2006,442,
11/12/2006,447,
11/15/2006,443,
11/19/2006,447,
11/23/2006,447,
11/25/2006,463,
11/25/2006,458,
11/25/2006,454,
11/25/2006,450,
11/28/2006,481,
11/28/2006,477,
11/28/2006,472,
11/28/2006,468,
12/1/2006,491,
12/2/2006,487,
12/3/2006,481,
12/3/2006,478,
12/7/2006,474,
12/11/2006,480,
12/14/2006,495,
12/14/2006,491,
12/14/2006,486,
12/17/2006,507,
12/17/2006,502,
12/17/2006,499,
12/19/2006,513,
12/23/2006,515,
12/25/2006,510,
12/29/2006,519,
1/2/2007,519,
1/6/2007,512,
1/8/2007,508,
1/10/2007,512,
1/10/2007,503,
1/12/2007,523,
1/12/2007,519,
1/16/2007,530,
1/22/2007,538,
1/26/2007,535,
1/26/2007,530,
1/28/2007,525,
1/31/2007,522,
2/4/2007,517,
2/4/2007,513,
2/9/2007,520,
2/15/2007,522,
2/20/2007,525,
2/24/2007,523,
2/28/2007,519,
3/6/2007,511,
3/10/2007,507,
3/10/2007,502,
3/12/2007,498,
3/12/2007,493,
3/12/2007,488,
3/12/2007,484,
3/15/2007,479,
3/15/2007,476,
3/18/2007,491,
3/18/2007,486,
3/18/2007,483,
3/19/2007,497,
3/24/2007,492,
3/30/2007,487,
3/31/2007,481,
4/3/2007,495,
4/4/2007,500,
4/5/2007,505,
4/8/2007,491,
4/9/2007,487,
4/15/2007,487,
4/16/2007,493,
4/20/2007,497,
4/25/2007,501,
4/29/2007,501,
5/2/2007,507,
5/6/2007,514,
5/11/2007,517,
5/15/2007,515,
5/18/2007,512,
5/21/2007,519,
5/21/2007,515,
5/25/2007,523,
5/30/2007,524,
6/3/2007,532,
6/3/2007,529,
6/7/2007,539,
6/8/2007,536,
6/11/2007,544,
6/14/2007,553,
6/14/2007,549,
6/16/2007,565,
6/16/2007,560,
6/16/2007,557,
6/19/2007,568,
6/20/2007,572,
6/22/2007,581,
6/22/2007,576,
6/24/2007,563,
6/26/2007,567,
6/30/2007,576,
7/1/2007,582,
7/2/2007,586,
7/6/2007,592,
7/11/2007,602,
7/11/2007,597,
7/13/2007,611,
7/13/2007,608,
7/16/2007,615,
7/19/2007,632,
7/19/2007,628,
7/19/2007,623,
7/19/2007,619,
7/21/2007,662,
7/21/2007,658,
7/21/2007,653,
7/21/2007,648,
7/21/2007,644,
7/21/2007,640,
7/25/2007,685,
7/25/2007,681,
7/25/2007,677,
7/27/2007,695,
7/28/2007,689,
7/29/2007,683,
7/29/2007,680,
8/2/2007,692,
8/4/2007,689,
8/6/2007,685,
8/9/2007,679,
8/12/2007,683,
8/14/2007,702,
8/14/2007,697,
8/14/2007,692,
8/14/2007,689,
8/17/2007,718,
8/17/2007,713,
8/17/2007,709,
8/17/2007,705,
8/21/2007,721,
8/22/2007,717,
8/25/2007,711,
8/26/2007,706,
8/30/2007,713,
8/30/2007,710,
9/2/2007,720,
9/6/2007,723,
9/10/2007,757,
9/10/2007,753,
9/10/2007,748,
9/10/2007,743,
9/10/2007,739,
9/10/2007,734,
9/13/2007,790,
9/13/2007,785,
9/13/2007,781,
9/13/2007,776,
9/13/2007,771,
9/13/2007,767,
9/15/2007,815,
9/15/2007,811,
9/15/2007,806,
9/15/2007,803,
9/18/2007,832,
9/18/2007,827,
9/19/2007,823,
9/21/2007,813,
9/22/2007,817,
9/26/2007,827,
9/26/2007,822,
9/26/2007,818,
9/29/2007,878,
9/29/2007,873,
9/29/2007,869,
9/29/2007,864,
9/29/2007,859,
9/29/2007,841,
9/29/2007,836,
9/30/2007,855,
9/30/2007,850,
9/30/2007,846,
10/4/2007,859,
10/4/2007,855,
10/4/2007,850,
10/4/2007,847,
10/7/2007,883,
10/7/2007,878,
10/7/2007,873,
10/7/2007,870,
10/11/2007,887,
10/13/2007,892,
10/15/2007,896,
10/17/2007,878,
10/17/2007,873,
10/17/2007,869,
10/17/2007,864,
10/17/2007,859,
10/17/2007,855,
10/17/2007,850,
10/19/2007,844,
10/20/2007,838,
10/23/2007,880,
10/23/2007,876,
10/23/2007,857,
10/24/2007,871,
10/24/2007,866,
10/24/2007,862,
10/29/2007,860,
11/2/2007,876,
11/2/2007,871,
11/2/2007,866,
11/2/2007,863,
11/4/2007,881,
11/5/2007,885,
11/8/2007,874,
11/9/2007,878,
11/13/2007,883,
11/16/2007,887,
11/17/2007,893,
11/19/2007,913,
11/19/2007,908,
11/19/2007,903,
11/19/2007,899,
11/21/2007,869,
11/21/2007,864,
11/21/2007,859,
11/21/2007,855,
11/23/2007,851,
11/27/2007,855,
11/29/2007,862,
12/1/2007,867,
12/5/2007,901,
12/5/2007,896,
12/5/2007,892,
12/5/2007,887,
12/5/2007,883,
12/5/2007,878,
12/7/2007,945,
12/7/2007,941,
12/7/2007,936,
12/7/2007,931,
12/7/2007,927,
12/7/2007,922,
12/7/2007,917,
12/7/2007,914,
12/10/2007,964,
12/10/2007,959,
12/10/2007,956,
12/13/2007,985,
12/13/2007,980,
12/13/2007,975,
12/13/2007,972,
12/14/2007,994,
12/14/2007,990,
12/15/2007,998,
12/18/2007,995,
12/21/2007,1031,
12/21/2007,1026,
12/21/2007,1022,
12/21/2007,1017,
12/21/2007,1012,
12/21/2007,1008,
12/21/2007,1003,
12/21/2007,1000,
12/23/2007,1056,
12/23/2007,1052,
12/23/2007,1047,
12/23/2007,1044,
12/25/2007,1061,
12/29/2007,1054,
12/31/2007,1045,
12/31/2007,1040,
12/31/2007,1036,
12/31/2007,1031,
12/31/2007,1026,
12/31/2007,1022,
12/31/2007,1017,
12/31/2007,1012,
1/3/2008,998,
1/3/2008,994,
1/3/2008,989,
1/3/2008,975,
1/3/2008,971,
1/3/2008,967,
1/4/2008,983,
1/4/2008,979,
1/8/2008,987,
1/8/2008,982,
1/8/2008,978,
1/8/2008,973,
1/8/2008,965,
1/10/2008,967,
1/11/2008,961,
1/11/2008,957,
1/14/2008,980,
1/15/2008,976,
1/16/2008,971,
1/16/2008,966,
1/16/2008,961,
1/16/2008,957,
1/16/2008,952,
1/19/2008,938,
1/19/2008,934,
1/19/2008,929,
1/19/2008,924,
1/19/2008,920,
1/19/2008,915,
1/19/2008,910,
1/19/2008,906,
1/19/2008,901,
1/19/2008,898,
1/22/2008,877,
1/23/2008,885,
1/23/2008,879,
1/24/2008,869,
1/26/2008,874,
1/27/2008,878,
1/30/2008,869,
1/30/2008,864,
1/30/2008,859,
1/30/2008,855,
1/30/2008,850,
1/30/2008,845,
1/30/2008,841,
1/30/2008,836,
2/1/2008,822,
2/1/2008,818,
2/1/2008,813,
2/4/2008,806,
2/4/2008,801,
2/4/2008,797,
2/4/2008,792,
2/4/2008,787,
2/4/2008,783,
2/4/2008,778,
2/4/2008,774,
2/4/2008,770,
2/7/2008,757,
2/7/2008,753,
2/7/2008,748,
2/7/2008,743,
2/7/2008,739,
2/7/2008,734,
2/7/2008,716,
2/7/2008,711,
2/7/2008,707,
2/8/2008,730,
2/8/2008,725,
2/8/2008,720,
2/12/2008,781,
2/12/2008,776,
2/12/2008,771,
2/12/2008,767,
2/12/2008,762,
2/12/2008,757,
2/12/2008,753,
2/12/2008,748,
2/12/2008,743,
2/15/2008,813,
2/15/2008,799,
2/15/2008,794,
2/16/2008,808,
2/16/2008,804,
2/20/2008,799,
2/20/2008,794,
2/20/2008,790,
2/20/2008,785,
2/20/2008,781,
2/20/2008,776,
2/20/2008,771,
2/20/2008,767,
2/23/2008,756,
2/24/2008,759,
2/29/2008,759,
2/29/2008,754,
3/4/2008,767,
3/4/2008,762,
3/4/2008,757,
3/6/2008,771,
3/10/2008,764,
3/10/2008,760,
3/12/2008,755,
3/12/2008,750,
3/12/2008,747,
3/15/2008,741,
3/15/2008,736,
3/18/2008,725,
3/19/2008,719,
3/19/2008,714,
3/23/2008,719,
3/26/2008,716,
3/29/2008,711,
3/29/2008,706,
3/29/2008,703,
3/31/2008,717,
4/2/2008,719,
4/3/2008,713,
4/6/2008,709,
4/6/2008,704,
4/8/2008,718,
4/8/2008,713,
4/12/2008,732,
4/12/2008,727,
4/14/2008,746,
4/14/2008,741,
4/15/2008,735,
4/15/2008,723,
4/15/2008,717,
4/16/2008,730,
4/16/2008,711,
4/16/2008,707,
4/19/2008,741,
4/22/2008,736,
4/23/2008,732,
4/26/2008,728,
4/30/2008,734,
4/30/2008,730,
5/2/2008,750,
5/2/2008,746,
5/2/2008,741,
5/5/2008,764,
5/5/2008,761,
5/6/2008,770,
5/9/2008,776,
5/10/2008,787,
5/10/2008,783,
5/13/2008,825,
5/13/2008,820,
5/13/2008,801,
5/13/2008,798,
5/14/2008,815,
5/14/2008,811,
5/14/2008,807,
5/18/2008,806,
5/18/2008,801,
5/18/2008,798,
5/21/2008,820,
5/21/2008,815,
5/21/2008,812,
5/22/2008,828,
5/22/2008,824,
5/26/2008,852,
5/26/2008,848,
5/26/2008,843,
5/26/2008,838,
5/26/2008,834,
5/26/2008,830,
5/28/2008,862,
5/28/2008,858,
5/30/2008,871,
5/30/2008,866,
6/3/2008,908,
6/3/2008,903,
6/3/2008,899,
6/3/2008,894,
6/3/2008,890,
6/3/2008,885,
6/3/2008,880,
6/5/2008,913,
6/6/2008,917,
6/8/2008,922,
6/11/2008,943,
6/11/2008,938,
6/11/2008,934,
6/11/2008,929,
6/14/2008,953,
6/16/2008,957,
6/19/2008,950,
6/19/2008,946,
6/22/2008,943,
6/22/2008,939,
6/25/2008,946,
6/26/2008,949,
6/30/2008,938,
6/30/2008,934,
7/1/2008,928,
7/1/2008,923,
7/3/2008,917,
7/3/2008,913,
7/3/2008,908,
7/3/2008,905,
7/7/2008,927,
7/8/2008,936,
7/8/2008,931,
7/11/2008,947,
7/11/2008,943,
7/13/2008,953,
7/16/2008,966,
7/16/2008,961,
7/16/2008,958,
7/19/2008,989,
7/20/2008,985,
7/20/2008,980,
7/20/2008,976,
7/22/2008,971,
7/24/2008,966,
7/24/2008,963,
7/27/2008,975,
7/27/2008,971,
7/28/2008,981,
7/30/2008,1005,
7/30/2008,1001,
7/30/2008,996,
7/30/2008,992,
7/30/2008,987,
8/1/2008,1022,
8/1/2008,1017,
8/1/2008,1014,
8/4/2008,1052,
8/4/2008,1047,
8/4/2008,1043,
8/4/2008,1038,
8/4/2008,1033,
8/4/2008,1029,
8/7/2008,1107,
8/7/2008,1103,
8/7/2008,1098,
8/7/2008,1094,
8/7/2008,1089,
8/7/2008,1084,
8/7/2008,1080,
8/7/2008,1075,
8/7/2008,1070,
8/7/2008,1066,
8/9/2008,1126,
8/9/2008,1121,
8/9/2008,1117,
8/9/2008,1113,
8/12/2008,1107,
8/12/2008,1103,
8/12/2008,1098,
8/12/2008,1094,
8/12/2008,1080,
8/12/2008,1075,
8/13/2008,1088,
8/13/2008,1083,
8/19/2008,1080,
8/20/2008,1073,
8/24/2008,1062,
8/24/2008,1058,
8/28/2008,1070,
8/28/2008,1066,
8/31/2008,1094,
8/31/2008,1089,
8/31/2008,1084,
8/31/2008,1081,
9/2/2008,1172,
9/2/2008,1168,
9/2/2008,1163,
9/2/2008,1158,
9/2/2008,1154,
9/2/2008,1149,
9/2/2008,1121,
9/2/2008,1117,
9/2/2008,1112,
9/2/2008,1109,
9/4/2008,1145,
9/4/2008,1140,
9/4/2008,1135,
9/4/2008,1131,
9/4/2008,1126,
9/8/2008,1110,
9/8/2008,1105,
9/8/2008,1101,
9/8/2008,1096,
9/8/2008,1091,
9/8/2008,1087,
9/8/2008,1082,
9/8/2008,1077,
9/8/2008,1073,
9/9/2008,1068,
9/9/2008,1064,
9/13/2008,1059,
9/13/2008,1055,
9/16/2008,1052,
9/16/2008,1047,
9/16/2008,1043,
9/16/2008,1038,
9/16/2008,1033,
9/16/2008,1030,
9/18/2008,1026,
9/18/2008,1022,
9/18/2008,1017,
9/18/2008,1012,
9/18/2008,1008,
9/18/2008,1003,
9/18/2008,998,
9/18/2008,994,
9/18/2008,990,
9/21/2008,975,
9/22/2008,981,
9/24/2008,1003,
9/24/2008,998,
9/24/2008,994,
9/24/2008,989,
9/25/2008,985,
9/26/2008,980,
9/26/2008,975,
9/26/2008,971,
9/26/2008,966,
9/26/2008,961,
9/26/2008,957,
9/28/2008,951,
9/30/2008,944,
10/2/2008,939,
10/4/2008,964,
10/4/2008,959,
10/4/2008,954,
10/4/2008,950,
10/8/2008,970,
10/8/2008,966,
10/12/2008,959,
10/12/2008,954,
10/12/2008,950,
10/12/2008,945,
10/12/2008,941,
10/12/2008,937,
10/15/2008,931,
10/15/2008,927,
10/15/2008,922,
10/15/2008,917,
10/15/2008,914,
10/18/2008,900,
10/19/2008,904,
10/22/2008,913,
10/22/2008,908,
10/23/2008,917,
10/26/2008,890,
10/26/2008,885,
10/26/2008,880,
10/26/2008,876,
10/26/2008,872,
10/28/2008,859,
10/28/2008,855,
10/28/2008,850,
10/31/2008,845,
10/31/2008,841,
10/31/2008,836,
10/31/2008,832,
10/31/2008,827,
11/3/2008,815,
11/3/2008,811,
11/3/2008,792,
11/3/2008,787,
11/3/2008,783,
11/3/2008,779,
11/4/2008,805,
11/4/2008,800,
11/4/2008,796,
11/8/2008,813,
11/8/2008,808,
11/8/2008,804,
11/11/2008,794,
11/11/2008,790,
11/11/2008,785,
11/11/2008,781,
11/11/2008,772,
11/12/2008,775,
11/16/2008,774,
11/16/2008,769,
11/16/2008,765,
11/19/2008,755,
11/19/2008,750,
11/19/2008,746,
11/19/2008,741,
11/19/2008,736,
11/19/2008,732,
11/19/2008,727,
11/19/2008,723,
11/19/2008,719,
11/21/2008,713,
11/21/2008,709,
11/21/2008,704,
11/21/2008,699,
11/24/2008,734,
11/24/2008,730,
11/24/2008,725,
11/24/2008,720,
11/27/2008,764,
11/27/2008,755,
11/27/2008,750,
11/27/2008,746,
11/28/2008,760,
12/4/2008,754,
12/5/2008,748,
12/8/2008,742,
12/10/2008,739,
12/13/2008,734,
12/14/2008,728,
12/16/2008,723,
12/16/2008,718,
12/18/2008,709,
12/18/2008,705,
12/23/2008,702,
12/26/2008,699,
12/29/2008,695,
1/1/2009,690,
1/1/2009,687,
1/3/2009,681,
1/6/2009,674,
1/6/2009,669,
1/6/2009,665,
1/9/2009,658,
1/11/2009,651,
1/14/2009,646,
1/17/2009,641,
1/17/2009,637,
1/17/2009,632,
1/17/2009,628,
1/17/2009,619,
1/18/2009,622,
1/19/2009,616,
1/19/2009,611,
1/19/2009,608,
1/22/2009,637,
1/22/2009,633,
1/23/2009,640,
1/24/2009,646,
1/25/2009,658,
1/25/2009,653,
1/27/2009,637,
1/30/2009,644,
1/30/2009,640,
2/2/2009,660,
2/2/2009,655,
2/2/2009,651,
2/3/2009,668,
2/3/2009,664,
2/7/2009,665,
2/10/2009,669,
2/12/2009,690,
2/12/2009,685,
2/12/2009,681,
2/12/2009,676,
2/12/2009,673,
2/15/2009,702,
2/16/2009,697,
2/18/2009,692,
2/20/2009,681,
2/22/2009,675,
2/26/2009,673,
3/2/2009,670,
3/7/2009,668,
3/12/2009,666,
3/14/2009,669,
3/16/2009,681,
3/18/2009,676,
3/19/2009,673,
3/22/2009,669,
3/23/2009,665,
3/28/2009,662,
4/3/2009,660,
4/8/2009,661,
4/14/2009,658,
4/18/2009,653,
4/20/2009,648,
4/20/2009,639,
4/22/2009,643,
4/26/2009,646,
4/27/2009,640,
5/1/2009,648,
5/1/2009,645,
5/4/2009,654,
5/5/2009,658,
5/11/2009,660,
5/12/2009,667,
5/14/2009,675,
5/16/2009,678,
5/20/2009,690,
5/20/2009,685,
5/20/2009,681,
5/20/2009,676,
5/22/2009,704,
5/22/2009,699,
5/22/2009,696,
5/25/2009,739,
5/25/2009,734,
5/25/2009,730,
5/26/2009,724,
5/26/2009,719,
5/26/2009,714,
5/26/2009,710,
5/28/2009,705,
5/30/2009,702,
6/1/2009,698,
6/5/2009,697,
6/5/2009,692,
6/5/2009,688,
6/6/2009,684,
6/7/2009,680,
6/11/2009,684,
6/14/2009,679,
6/19/2009,681,
6/22/2009,677,
6/25/2009,671,
6/29/2009,669,
6/29/2009,666,
7/3/2009,662,
7/4/2009,667,
7/7/2009,672,
7/9/2009,685,
7/9/2009,681,
7/9/2009,676,
7/12/2009,704,
7/12/2009,699,
7/12/2009,695,
7/15/2009,711,
7/15/2009,707,
7/17/2009,730,
7/17/2009,725,
7/17/2009,720,
7/17/2009,716,
7/19/2009,743,
7/19/2009,739,
7/19/2009,735,
7/20/2009,748,
7/23/2009,734,
7/27/2009,737,
7/28/2009,723,
7/28/2009,718,
7/28/2009,713,
7/28/2009,709,
7/29/2009,731,
7/29/2009,726,
8/2/2009,727,
8/2/2009,723,
8/2/2009,719,
8/5/2009,713,
8/5/2009,709,
8/5/2009,704,
8/8/2009,698,
8/12/2009,693,
8/13/2009,697,
8/13/2009,689,
8/16/2009,720,
8/16/2009,711,
8/16/2009,707,
8/17/2009,716,
8/21/2009,714,
8/24/2009,709,
8/24/2009,704,
8/24/2009,699,
8/27/2009,692,
8/27/2009,688,
8/29/2009,677,
8/31/2009,680,
9/1/2009,674,
9/1/2009,669,
9/5/2009,659,
9/8/2009,655,
9/9/2009,660,
9/9/2009,651,
9/12/2009,637,
9/12/2009,632,
9/12/2009,628,
9/12/2009,623,
9/12/2009,618,
9/14/2009,614,
9/17/2009,625,
9/17/2009,621,
9/17/2009,617,
9/21/2009,628,
9/25/2009,626,
9/26/2009,630,
10/2/2009,634,
10/3/2009,630,
10/3/2009,625,
10/3/2009,621,
10/3/2009,616,
10/3/2009,611,
10/6/2009,607,
10/6/2009,603,
10/10/2009,599,
10/14/2009,607,
10/14/2009,599,
10/15/2009,602,
10/19/2009,599,
10/22/2009,593,
10/22/2009,589,
10/24/2009,586,
10/24/2009,581,
10/24/2009,576,
10/28/2009,567,
10/30/2009,572,
11/1/2009,579,
11/3/2009,585,
11/7/2009,581,
11/9/2009,574,
11/9/2009,570,
11/11/2009,565,
11/13/2009,561,
11/19/2009,561,
11/20/2009,556,
11/20/2009,551,
11/20/2009,548,
11/23/2009,543,
11/25/2009,539,
11/25/2009,535,
11/28/2009,528,
11/28/2009,523,
11/29/2009,519,
12/3/2009,523,
12/3/2009,519,
12/6/2009,537,
12/6/2009,532,
12/6/2009,529,
12/9/2009,546,
12/9/2009,543,
12/12/2009,553,
12/13/2009,549,
12/14/2009,544,
12/16/2009,539,
12/20/2009,537,
12/22/2009,541,
12/26/2009,545,
1/1/2010,545,
1/2/2010,541,
1/6/2010,536,
1/11/2010,532,
1/15/2010,529,
1/18/2010,525,
1/21/2010,521,
1/25/2010,516,
1/30/2010,513,
2/3/2010,509,
2/6/2010,505,
2/8/2010,500,
2/11/2010,495,
2/12/2010,491,
2/12/2010,486,
2/14/2010,481,
2/14/2010,477,
2/16/2010,495,
2/19/2010,491,
2/20/2010,486,
2/24/2010,505,
2/24/2010,500,
2/24/2010,495,
2/27/2010,514,
2/28/2010,510,
3/2/2010,505,
3/4/2010,498,
3/4/2010,493,
3/4/2010,490,
3/7/2010,485,
3/10/2010,480,
3/12/2010,477,
3/15/2010,471,
3/18/2010,468,
3/18/2010,464,
3/20/2010,461,
3/20/2010,456,
3/20/2010,451,
3/25/2010,445,
3/27/2010,452,
3/28/2010,456,
3/31/2010,449,
4/1/2010,445,
4/7/2010,443,
4/9/2010,446,
4/13/2010,440,
4/13/2010,435,
4/16/2010,428,
