Approx Date,Approx Closing Price,
4/16/2010,425,
4/19/2010,421,
4/23/2010,417,
4/23/2010,412,
4/23/2010,407,
4/24/2010,404,
4/27/2010,414,
4/30/2010,433,
4/30/2010,428,
4/30/2010,423,
4/30/2010,419,
5/2/2010,454,
5/2/2010,449,
5/4/2010,444,
5/4/2010,440,
5/8/2010,447,
5/10/2010,456,
5/10/2010,452,
5/12/2010,461,
5/13/2010,465,
5/16/2010,476,
5/17/2010,479,
5/18/2010,505,
5/18/2010,500,
5/20/2010,494,
5/20/2010,490,
5/20/2010,485,
5/22/2010,480,
5/28/2010,479,
6/2/2010,484,
6/3/2010,480,
6/7/2010,474,
6/11/2010,473,
6/14/2010,469,
6/17/2010,465,
6/18/2010,461,
6/22/2010,458,
6/22/2010,455,
6/25/2010,468,
6/26/2010,462,
6/27/2010,471,
6/30/2010,462,
6/30/2010,464,
7/3/2010,458,
7/6/2010,463,
7/7/2010,463,
7/10/2010,468,
7/11/2010,474,
7/12/2010,461,
7/13/2010,468,
7/16/2010,471,
7/18/2010,459,
7/19/2010,468,
7/19/2010,464,
7/23/2010,460,
7/24/2010,457,
7/28/2010,461,
7/28/2010,452,
7/31/2010,444,
7/31/2010,439,
8/2/2010,459,
8/5/2010,434,
8/8/2010,455,
8/9/2010,429,
8/13/2010,452,
8/14/2010,447,
8/14/2010,423,
8/17/2010,440,
8/18/2010,415,
8/21/2010,430,
8/22/2010,422,
8/25/2010,426,
8/26/2010,414,
8/29/2010,419,
9/1/2010,414,
9/1/2010,410,
9/1/2010,407,
9/5/2010,419,
9/7/2010,405,
9/8/2010,414,
9/10/2010,410,
9/13/2010,406,
9/13/2010,407,
9/17/2010,403,
9/18/2010,399,
9/19/2010,405,
9/22/2010,404,
9/24/2010,407,
9/27/2010,412,
9/28/2010,401,
9/28/2010,419,
10/3/2010,404,
10/5/2010,424,
10/7/2010,414,
10/7/2010,411,
10/11/2010,419,
10/11/2010,427,
10/15/2010,420,
10/17/2010,426,
10/19/2010,425,
10/23/2010,425,
10/24/2010,423,
10/29/2010,427,
10/30/2010,422,
11/4/2010,423,
11/4/2010,426,
11/9/2010,423,
11/10/2010,422,
11/13/2010,422,
11/16/2010,420,
11/17/2010,418,
11/21/2010,418,
11/22/2010,414,
11/24/2010,414,
11/27/2010,410,
11/28/2010,406,
11/29/2010,405,
12/1/2010,401,
12/4/2010,399,
12/5/2010,398,
12/9/2010,393,
12/10/2010,395,
12/14/2010,390,
12/16/2010,395,
12/18/2010,394,
12/21/2010,400,
12/21/2010,401,
12/22/2010,405,
12/22/2010,407,
12/26/2010,404,
12/28/2010,403,
12/30/2010,399,
1/3/2011,401,
1/5/2011,399,
1/10/2011,400,
1/10/2011,401,
1/15/2011,403,
1/16/2011,405,
1/21/2011,407,
1/22/2011,407,
1/26/2011,408,
1/28/2011,412,
1/30/2011,412,
2/2/2011,407,
2/3/2011,412,
2/6/2011,404,
2/9/2011,409,
2/11/2011,404,
2/15/2011,404,
2/15/2011,405,
2/19/2011,398,
2/21/2011,408,
2/24/2011,390,
2/27/2011,403,
3/2/2011,392,
3/5/2011,395,
3/6/2011,388,
3/8/2011,382,
3/10/2011,377,
3/10/2011,397,
3/14/2011,391,
3/15/2011,378,
3/19/2011,376,
3/19/2011,379,
3/20/2011,382,
3/22/2011,370,
3/22/2011,365,
3/22/2011,362,
3/26/2011,359,
3/26/2011,381,
3/28/2011,364,
3/31/2011,379,
4/3/2011,365,
4/3/2011,373,
4/3/2011,367,
4/7/2011,370,
4/7/2011,360,
4/8/2011,366,
4/10/2011,366,
4/12/2011,364,
4/15/2011,359,
4/17/2011,354,
4/17/2011,367,
4/20/2011,349,
4/21/2011,367,
4/23/2011,345,
4/23/2011,372,
4/27/2011,339,
4/27/2011,367,
5/1/2011,339,
5/2/2011,361,
5/5/2011,345,
5/6/2011,352,
5/9/2011,349,
5/9/2011,347,
5/13/2011,344,
5/14/2011,341,
5/18/2011,342,
5/20/2011,343,
5/22/2011,340,
5/24/2011,335,
5/26/2011,350,
5/28/2011,331,
5/28/2011,327,
6/1/2011,347,
6/7/2011,345,
6/12/2011,343,
6/13/2011,337,
6/18/2011,335,
6/18/2011,330,
6/21/2011,324,
6/22/2011,317,
6/27/2011,309,
7/1/2011,300,
7/6/2011,324,
7/6/2011,317,
7/6/2011,309,
7/6/2011,304,
7/9/2011,350,
7/9/2011,343,
7/9/2011,335,
7/9/2011,330,
7/12/2011,365,
7/12/2011,358,
7/15/2011,350,
7/15/2011,343,
7/15/2011,330,
7/16/2011,335,
7/21/2011,335,
7/26/2011,342,
8/1/2011,350,
8/5/2011,365,
8/5/2011,360,
8/8/2011,371,
8/10/2011,376,
8/14/2011,380,
8/14/2011,375,
8/17/2011,369,
8/19/2011,363,
8/23/2011,365,
8/28/2011,359,
9/1/2011,360,
9/6/2011,352,
9/12/2011,356,
9/18/2011,353,
9/23/2011,352,
9/26/2011,347,
9/27/2011,340,
10/3/2011,341,
10/9/2011,332,
10/14/2011,328,
10/18/2011,322,
10/23/2011,320,
10/26/2011,328,
10/30/2011,334,
11/6/2011,334,
11/12/2011,335,
11/18/2011,332,
11/24/2011,330,
11/30/2011,332,
12/1/2011,339,
12/3/2011,345,
12/9/2011,335,
12/15/2011,332,
12/21/2011,329,
12/27/2011,327,
1/2/2012,326,
1/8/2012,325,
1/14/2012,322,
1/20/2012,318,
1/26/2012,317,
2/1/2012,315,
2/7/2012,316,
2/14/2012,325,
2/20/2012,322,
2/26/2012,323,
3/3/2012,322,
3/9/2012,320,
3/15/2012,319,
3/21/2012,317,
3/27/2012,315,
4/2/2012,315,
4/8/2012,315,
4/14/2012,317,
4/20/2012,319,
4/26/2012,317,
5/1/2012,313,
5/5/2012,304,
5/11/2012,305,
5/17/2012,302,
5/24/2012,304,
5/30/2012,305,
6/3/2012,313,
6/6/2012,332,
6/6/2012,324,
6/6/2012,319,
6/8/2012,339,
6/12/2012,347,
6/15/2012,373,
6/15/2012,365,
6/15/2012,358,
6/18/2012,414,
6/18/2012,407,
6/18/2012,399,
6/18/2012,392,
6/18/2012,386,
6/23/2012,424,
6/24/2012,401,
6/26/2012,412,
6/26/2012,405,
6/27/2012,395,
6/27/2012,388,
7/2/2012,429,
7/2/2012,422,
7/6/2012,410,
7/6/2012,403,
7/8/2012,395,
7/8/2012,389,
7/10/2012,380,
7/10/2012,375,
7/14/2012,410,
7/17/2012,416,
7/19/2012,407,
7/19/2012,401,
7/22/2012,392,
7/22/2012,386,
7/25/2012,414,
7/25/2012,407,
7/26/2012,399,
7/28/2012,392,
7/28/2012,384,
7/29/2012,377,
8/3/2012,392,
8/3/2012,384,
8/6/2012,367,
8/7/2012,372,
8/13/2012,368,
8/19/2012,365,
8/24/2012,364,
8/27/2012,369,
8/29/2012,375,
9/4/2012,376,
9/10/2012,377,
9/14/2012,380,
9/19/2012,386,
9/25/2012,389,
9/29/2012,397,
10/4/2012,408,
10/8/2012,405,
10/13/2012,401,
10/19/2012,405,
10/25/2012,402,
10/31/2012,397,
11/6/2012,399,
11/11/2012,399,
11/12/2012,408,
11/18/2012,410,
11/24/2012,410,
11/29/2012,409,
12/3/2012,418,
12/10/2012,425,
12/14/2012,422,
12/16/2012,416,
12/22/2012,416,
12/28/2012,420,
1/1/2013,424,
1/3/2013,428,
1/9/2013,427,
1/13/2013,427,
1/16/2013,440,
1/16/2013,435,
1/19/2013,446,
1/21/2013,452,
1/26/2013,461,
1/29/2013,467,
1/30/2013,475,
2/2/2013,484,
2/7/2013,493,
2/8/2013,500,
2/14/2013,497,
2/19/2013,493,
2/23/2013,486,
2/26/2013,494,
2/28/2013,500,
3/4/2013,491,
3/9/2013,500,
3/9/2013,495,
3/12/2013,506,
3/13/2013,513,
3/20/2013,521,
3/21/2013,530,
3/26/2013,539,
4/1/2013,534,
4/7/2013,530,
4/13/2013,532,
4/17/2013,527,
4/19/2013,519,
4/20/2013,512,
4/23/2013,523,
4/28/2013,517,
5/4/2013,515,
5/10/2013,515,
5/15/2013,519,
5/15/2013,514,
5/18/2013,529,
5/19/2013,534,
5/21/2013,557,
5/21/2013,542,
5/22/2013,549,
5/28/2013,545,
5/28/2013,540,
6/3/2013,545,
6/9/2013,542,
6/16/2013,542,
6/20/2013,549,
6/23/2013,538,
6/25/2013,531,
6/29/2013,521,
7/1/2013,526,
7/5/2013,521,
7/8/2013,515,
7/13/2013,520,
7/16/2013,515,
7/22/2013,523,
7/28/2013,521,
8/1/2013,506,
8/3/2013,511,
8/9/2013,503,
8/15/2013,491,
8/18/2013,485,
8/23/2013,485,
8/27/2013,493,
9/2/2013,500,
9/8/2013,500,
9/14/2013,502,
9/20/2013,500,
9/26/2013,499,
10/3/2013,497,
10/9/2013,493,
10/15/2013,490,
10/21/2013,497,
10/27/2013,495,
10/31/2013,495,
11/5/2013,505,
11/11/2013,512,
11/14/2013,517,
11/19/2013,527,
11/19/2013,521,
11/20/2013,535,
11/26/2013,533,
12/1/2013,540,
12/2/2013,546,
12/8/2013,545,
12/14/2013,542,
12/20/2013,539,
12/26/2013,544,
12/29/2013,549,
1/4/2014,553,
1/11/2014,550,
1/17/2014,554,
1/20/2014,549,
1/26/2014,553,
1/30/2014,549,
2/1/2014,542,
2/7/2014,544,
2/13/2014,544,
2/17/2014,553,
2/17/2014,547,
2/22/2014,560,
2/27/2014,575,
2/27/2014,570,
3/2/2014,581,
3/3/2014,586,
3/9/2014,580,
3/15/2014,579,
3/21/2014,582,
3/26/2014,590,
3/27/2014,600,
3/29/2014,609,
4/1/2014,658,
4/1/2014,643,
4/1/2014,635,
4/1/2014,628,
4/2/2014,650,
4/9/2014,650,
4/13/2014,665,
4/13/2014,660,
4/16/2014,699,
4/16/2014,692,
4/16/2014,684,
4/16/2014,677,
4/21/2014,706,
4/25/2014,710,
4/25/2014,703,
4/28/2014,744,
4/28/2014,737,
4/28/2014,729,
4/28/2014,722,
4/28/2014,716,
5/1/2014,770,
5/1/2014,763,
5/3/2014,756,
5/4/2014,742,
5/6/2014,750,
5/9/2014,759,
5/10/2014,754,
5/15/2014,767,
5/19/2014,782,
5/19/2014,776,
5/24/2014,787,
5/25/2014,793,
5/28/2014,808,
5/28/2014,802,
6/2/2014,818,
6/7/2014,827,
6/11/2014,835,
6/17/2014,847,
6/23/2014,858,
6/28/2014,866,
6/29/2014,873,
7/5/2014,877,
7/12/2014,887,
7/16/2014,902,
7/16/2014,896,
7/19/2014,913,
7/22/2014,919,
7/25/2014,932,
7/25/2014,926,
7/28/2014,939,
8/2/2014,950,
8/5/2014,960,
8/11/2014,967,
8/15/2014,980,
8/15/2014,973,
8/17/2014,987,
8/23/2014,984,
8/27/2014,984,
8/30/2014,990,
9/2/2014,984,
9/2/2014,979,
9/7/2014,972,
9/11/2014,971,
9/13/2014,977,
9/16/2014,983,
9/21/2014,982,
9/22/2014,987,
9/27/2014,979,
9/30/2014,969,
10/1/2014,963,
10/6/2014,965,
10/10/2014,955,
10/16/2014,943,
10/22/2014,941,
10/25/2014,935,
10/30/2014,939,
11/4/2014,950,
11/8/2014,950,
11/10/2014,945,
11/14/2014,943,
11/17/2014,935,
11/17/2014,930,
11/20/2014,917,
11/20/2014,909,
11/20/2014,902,
11/20/2014,894,
11/20/2014,887,
11/20/2014,879,
11/23/2014,864,
11/23/2014,857,
11/25/2014,849,
11/25/2014,843,
11/29/2014,894,
11/29/2014,887,
11/29/2014,879,
11/29/2014,872,
11/29/2014,866,
12/2/2014,917,
12/2/2014,909,
12/2/2014,902,
12/4/2014,925,
12/8/2014,943,
12/8/2014,935,
12/10/2014,951,
12/11/2014,965,
12/11/2014,958,
12/14/2014,939,
12/19/2014,931,
12/24/2014,919,
12/25/2014,923,
12/31/2014,930,
1/2/2015,939,
1/6/2015,947,
1/12/2015,938,
1/18/2015,944,
1/24/2015,947,
1/26/2015,954,
1/29/2015,973,
1/29/2015,965,
1/29/2015,960,
2/1/2015,1052,
2/1/2015,1037,
2/1/2015,1029,
2/1/2015,1022,
2/1/2015,1014,
2/1/2015,1007,
2/1/2015,999,
2/1/2015,994,
2/2/2015,1044,
2/7/2015,1024,
2/9/2015,1030,
2/15/2015,1032,
2/19/2015,1067,
2/19/2015,1059,
2/19/2015,1052,
2/19/2015,1044,
2/19/2015,1039,
2/24/2015,1080,
2/28/2015,1123,
2/28/2015,1116,
2/28/2015,1108,
2/28/2015,1101,
2/28/2015,1093,
2/28/2015,1085,
3/3/2015,1149,
3/3/2015,1144,
3/5/2015,1159,
3/6/2015,1176,
3/6/2015,1168,
3/8/2015,1191,
3/8/2015,1184,
3/9/2015,1198,
3/14/2015,1180,
3/18/2015,1198,
3/20/2015,1191,
3/20/2015,1184,
3/21/2015,1176,
3/26/2015,1170,
3/30/2015,1179,
3/30/2015,1172,
4/4/2015,1204,
4/4/2015,1196,
4/6/2015,1164,
4/6/2015,1157,
4/7/2015,1185,
4/7/2015,1177,
4/7/2015,1171,
4/12/2015,1159,
4/13/2015,1165,
4/16/2015,1170,
4/17/2015,1179,
4/22/2015,1161,
4/22/2015,1154,
4/27/2015,1146,
4/28/2015,1136,
5/1/2015,1127,
5/1/2015,1120,
5/6/2015,1101,
5/6/2015,1085,
5/7/2015,1091,
5/13/2015,1090,
5/18/2015,1089,
5/23/2015,1105,
5/29/2015,1095,
5/30/2015,1085,
5/30/2015,1072,
6/1/2015,1076,
6/5/2015,1067,
6/5/2015,1059,
6/5/2015,1054,
6/8/2015,1025,
6/10/2015,1046,
6/10/2015,1039,
6/10/2015,1032,
6/14/2015,1067,
6/14/2015,1059,
6/17/2015,1101,
6/17/2015,1093,
6/17/2015,1085,
6/17/2015,1078,
6/17/2015,1072,
6/22/2015,1108,
6/23/2015,1116,
6/25/2015,1121,
7/1/2015,1120,
7/5/2015,1119,
7/5/2015,1112,
7/8/2015,1131,
7/10/2015,1136,
7/16/2015,1135,
7/18/2015,1142,
7/22/2015,1154,
7/26/2015,1161,
7/27/2015,1149,
7/30/2015,1166,
8/2/2015,1172,
8/5/2015,1194,
8/5/2015,1187,
8/5/2015,1181,
8/8/2015,1209,
8/8/2015,1204,
8/12/2015,1214,
8/18/2015,1220,
8/23/2015,1217,
8/26/2015,1236,
8/26/2015,1228,
8/26/2015,1222,
8/31/2015,1241,
9/1/2015,1254,
9/1/2015,1247,
9/6/2015,1263,
9/12/2015,1259,
9/13/2015,1266,
9/18/2015,1277,
9/19/2015,1292,
9/21/2015,1284,
9/24/2015,1281,
9/28/2015,1282,
10/1/2015,1296,
10/1/2015,1290,
10/4/2015,1307,
10/4/2015,1301,
10/9/2015,1318,
10/12/2015,1312,
10/13/2015,1318,
10/16/2015,1329,
10/16/2015,1324,
10/20/2015,1341,
10/23/2015,1359,
10/23/2015,1352,
10/23/2015,1346,
10/27/2015,1374,
10/29/2015,1369,
11/2/2015,1352,
11/3/2015,1359,
11/8/2015,1375,
11/11/2015,1383,
11/13/2015,1389,
11/16/2015,1404,
11/19/2015,1427,
11/19/2015,1419,
11/19/2015,1412,
11/22/2015,1432,
11/23/2015,1440,
11/29/2015,1459,
11/29/2015,1452,
12/4/2015,1466,
12/7/2015,1472,
12/10/2015,1464,
12/13/2015,1479,
12/13/2015,1472,
12/18/2015,1483,
12/22/2015,1476,
12/22/2015,1468,
12/25/2015,1487,
12/25/2015,1481,
12/28/2015,1498,
12/28/2015,1492,
12/31/2015,1528,
12/31/2015,1521,
12/31/2015,1513,
12/31/2015,1507,
1/3/2016,1543,
1/3/2016,1536,
1/6/2016,1522,
1/8/2016,1526,
1/12/2016,1528,
1/15/2016,1507,
1/17/2016,1519,
1/17/2016,1511,
1/18/2016,1502,
1/18/2016,1494,
1/18/2016,1487,
1/18/2016,1481,
1/21/2016,1551,
1/21/2016,1543,
1/21/2016,1536,
1/21/2016,1528,
1/24/2016,1573,
1/24/2016,1566,
1/24/2016,1560,
1/28/2016,1607,
1/28/2016,1599,
1/28/2016,1592,
1/31/2016,1622,
1/31/2016,1614,
2/3/2016,1629,
2/6/2016,1616,
2/7/2016,1624,
2/9/2016,1648,
2/9/2016,1641,
2/9/2016,1633,
2/12/2016,1667,
2/12/2016,1661,
2/15/2016,1719,
2/15/2016,1712,
2/15/2016,1704,
2/15/2016,1697,
2/15/2016,1689,
2/15/2016,1682,
2/19/2016,1723,
2/25/2016,1716,
3/1/2016,1719,
3/1/2016,1712,
3/1/2016,1704,
3/1/2016,1699,
3/5/2016,1693,
3/7/2016,1723,
3/7/2016,1716,
3/7/2016,1708,
3/7/2016,1701,
3/10/2016,1787,
3/10/2016,1779,
3/10/2016,1772,
3/10/2016,1764,
3/10/2016,1757,
3/10/2016,1749,
3/10/2016,1742,
3/10/2016,1736,
3/15/2016,1798,
3/15/2016,1791,
3/16/2016,1806,
3/16/2016,1785,
3/19/2016,1866,
3/19/2016,1858,
3/19/2016,1851,
3/19/2016,1843,
3/19/2016,1836,
3/19/2016,1828,
3/24/2016,1877,
3/25/2016,1869,
3/25/2016,1862,
3/25/2016,1856,
3/28/2016,1847,
3/28/2016,1839,
3/28/2016,1832,
3/28/2016,1824,
3/31/2016,1813,
3/31/2016,1806,
3/31/2016,1800,
4/3/2016,1779,
4/3/2016,1772,
4/5/2016,1762,
4/5/2016,1755,
4/5/2016,1747,
4/5/2016,1740,
4/5/2016,1732,
4/6/2016,1723,
4/6/2016,1716,
4/6/2016,1708,
4/6/2016,1701,
4/6/2016,1693,
4/6/2016,1686,
4/6/2016,1678,
4/9/2016,1776,
4/9/2016,1768,
4/9/2016,1762,
4/12/2016,1742,
4/12/2016,1734,
4/12/2016,1727,
4/14/2016,1720,
4/15/2016,1704,
4/15/2016,1697,
4/17/2016,1712,
4/18/2016,1731,
4/18/2016,1723,
4/23/2016,1693,
4/23/2016,1686,
4/24/2016,1731,
4/24/2016,1723,
4/24/2016,1716,
4/24/2016,1708,
4/24/2016,1701,
4/24/2016,1680,
4/27/2016,1772,
4/27/2016,1764,
4/27/2016,1757,
4/27/2016,1749,
4/27/2016,1744,
4/30/2016,1787,
4/30/2016,1781,
5/4/2016,1806,
5/4/2016,1798,
5/7/2016,1828,
5/7/2016,1821,
5/7/2016,1815,
5/8/2016,1834,
5/13/2016,1824,
5/17/2016,1815,
5/19/2016,1806,
5/19/2016,1800,
5/22/2016,1787,
5/25/2016,1776,
5/25/2016,1768,
5/25/2016,1761,
5/26/2016,1754,
5/28/2016,1746,
5/28/2016,1738,
5/28/2016,1731,
6/2/2016,1751,
6/6/2016,1783,
6/6/2016,1776,
6/6/2016,1768,
6/6/2016,1761,
6/9/2016,1798,
6/9/2016,1792,
6/12/2016,1817,
6/12/2016,1804,
6/13/2016,1807,
6/15/2016,1798,
6/16/2016,1792,
6/21/2016,1791,
6/24/2016,1783,
6/24/2016,1776,
6/24/2016,1768,
6/24/2016,1762,
6/27/2016,1753,
7/2/2016,1760,
7/3/2016,1753,
7/3/2016,1746,
7/3/2016,1740,
7/6/2016,1731,
7/6/2016,1723,
7/6/2016,1716,
7/6/2016,1708,
7/6/2016,1701,
7/8/2016,1695,
7/12/2016,1699,
7/14/2016,1702,
7/15/2016,1693,
7/15/2016,1687,
7/18/2016,1667,
7/18/2016,1659,
7/18/2016,1652,
7/18/2016,1644,
7/18/2016,1639,
7/21/2016,1614,
7/21/2016,1607,
7/21/2016,1599,
7/24/2016,1588,
7/24/2016,1581,
7/24/2016,1573,
7/24/2016,1566,
7/24/2016,1558,
7/24/2016,1551,
7/24/2016,1543,
7/27/2016,1532,
7/29/2016,1524,
7/29/2016,1517,
7/29/2016,1510,
7/30/2016,1502,
7/30/2016,1494,
7/30/2016,1487,
7/30/2016,1479,
7/30/2016,1472,
8/2/2016,1607,
8/2/2016,1554,
8/2/2016,1547,
8/2/2016,1541,
8/4/2016,1599,
8/4/2016,1592,
8/4/2016,1584,
8/4/2016,1577,
8/4/2016,1569,
8/4/2016,1563,
8/8/2016,1545,
8/10/2016,1551,
8/15/2016,1543,
8/15/2016,1536,
8/15/2016,1528,
8/15/2016,1521,
8/18/2016,1509,
8/22/2016,1528,
8/22/2016,1521,
8/22/2016,1514,
8/27/2016,1498,
8/27/2016,1491,
8/30/2016,1476,
8/30/2016,1468,
8/30/2016,1462,
9/2/2016,1442,
9/2/2016,1434,
9/2/2016,1427,
9/2/2016,1406,
9/3/2016,1419,
9/3/2016,1413,
9/8/2016,1453,
9/8/2016,1446,
9/8/2016,1438,
9/9/2016,1459,
9/10/2016,1468,
9/11/2016,1479,
9/14/2016,1457,
9/17/2016,1449,
9/20/2016,1468,
9/20/2016,1461,
9/20/2016,1455,
9/21/2016,1477,
9/26/2016,1476,
9/29/2016,1468,
10/1/2016,1462,
10/5/2016,1464,
10/8/2016,1457,
10/8/2016,1449,
10/8/2016,1442,
10/8/2016,1434,
10/8/2016,1427,
10/8/2016,1421,
10/11/2016,1404,
10/11/2016,1397,
10/11/2016,1389,
10/11/2016,1382,
10/11/2016,1374,
10/11/2016,1367,
10/11/2016,1359,
10/11/2016,1354,
10/14/2016,1318,
10/14/2016,1311,
10/16/2016,1326,
10/17/2016,1389,
10/17/2016,1352,
10/17/2016,1344,
10/17/2016,1337,
10/19/2016,1382,
10/19/2016,1374,
10/19/2016,1367,
10/19/2016,1360,
10/23/2016,1352,
10/23/2016,1344,
10/23/2016,1339,
10/26/2016,1329,
10/26/2016,1322,
10/26/2016,1316,
10/29/2016,1303,
10/29/2016,1296,
10/29/2016,1266,
10/29/2016,1258,
10/29/2016,1252,
10/31/2016,1286,
10/31/2016,1279,
10/31/2016,1272,
11/4/2016,1322,
11/4/2016,1314,
11/4/2016,1307,
11/7/2016,1352,
11/7/2016,1344,
11/7/2016,1337,
11/9/2016,1365,
11/9/2016,1357,
11/13/2016,1344,
11/16/2016,1337,
11/16/2016,1329,
11/16/2016,1309,
11/18/2016,1320,
11/18/2016,1312,
11/20/2016,1303,
11/23/2016,1337,
11/23/2016,1329,
11/26/2016,1356,
11/27/2016,1348,
11/30/2016,1344,
12/3/2016,1354,
12/8/2016,1393,
12/8/2016,1386,
12/8/2016,1378,
12/8/2016,1371,
12/8/2016,1363,
12/8/2016,1357,
12/11/2016,1464,
12/11/2016,1457,
12/11/2016,1449,
12/11/2016,1442,
12/11/2016,1434,
12/11/2016,1427,
12/11/2016,1419,
12/11/2016,1414,
12/14/2016,1479,
12/17/2016,1558,
12/17/2016,1551,
12/17/2016,1543,
12/17/2016,1536,
12/17/2016,1528,
12/17/2016,1521,
12/17/2016,1513,
12/17/2016,1506,
12/17/2016,1498,
12/17/2016,1491,
12/17/2016,1485,
12/20/2016,1586,
12/21/2016,1597,
12/21/2016,1590,
12/22/2016,1607,
12/26/2016,1663,
12/26/2016,1642,
12/27/2016,1656,
12/27/2016,1649,
1/1/2017,1656,
1/1/2017,1650,
1/4/2017,1708,
1/4/2017,1678,
1/4/2017,1671,
1/5/2017,1701,
1/5/2017,1693,
1/5/2017,1686,
1/10/2017,1641,
1/10/2017,1633,
1/10/2017,1626,
1/10/2017,1618,
1/10/2017,1612,
1/12/2017,1661,
1/12/2017,1654,
1/12/2017,1647,
1/16/2017,1689,
1/16/2017,1667,
1/16/2017,1659,
1/18/2017,1680,
1/18/2017,1673,
1/24/2017,1668,
1/25/2017,1652,
1/27/2017,1659,
1/31/2017,1652,
1/31/2017,1646,
2/3/2017,1641,
2/3/2017,1633,
2/3/2017,1627,
2/6/2017,1648,
2/8/2017,1656,
2/12/2017,1648,
2/14/2017,1641,
2/15/2017,1633,
2/17/2017,1626,
2/18/2017,1618,
2/21/2017,1626,
2/24/2017,1618,
2/24/2017,1596,
2/26/2017,1609,
2/26/2017,1602,
3/3/2017,1596,
3/6/2017,1633,
3/6/2017,1603,
3/7/2017,1626,
3/7/2017,1618,
3/7/2017,1611,
3/12/2017,1596,
3/13/2017,1586,
3/16/2017,1581,
3/18/2017,1588,
3/21/2017,1577,
3/21/2017,1571,
3/25/2017,1558,
3/25/2017,1552,
3/31/2017,1564,
4/2/2017,1556,
4/5/2017,1541,
4/7/2017,1547,
4/8/2017,1558,
4/12/2017,1581,
4/12/2017,1575,
4/19/2017,1583,
4/23/2017,1611,
4/23/2017,1603,
4/23/2017,1596,
4/23/2017,1588,
4/23/2017,1582,
4/26/2017,1629,
4/28/2017,1636,
5/2/2017,1627,
5/4/2017,1635,
5/7/2017,1644,
5/11/2017,1652,
5/16/2017,1662,
5/20/2017,1667,
5/23/2017,1659,
5/23/2017,1652,
5/26/2017,1644,
5/26/2017,1637,
5/28/2017,1630,
6/1/2017,1626,
6/1/2017,1618,
6/6/2017,1612,
6/11/2017,1618,
6/14/2017,1611,
6/14/2017,1603,
6/14/2017,1596,
6/17/2017,1581,
6/17/2017,1573,
6/17/2017,1552,
6/18/2017,1566,
6/18/2017,1559,
6/23/2017,1554,
6/23/2017,1547,
6/23/2017,1539,
6/23/2017,1532,
6/23/2017,1519,
6/24/2017,1522,
6/26/2017,1513,
6/26/2017,1500,
6/27/2017,1504,
6/29/2017,1494,
7/2/2017,1539,
7/2/2017,1532,
7/2/2017,1524,
7/2/2017,1519,
7/3/2017,1545,
7/8/2017,1539,
7/11/2017,1384,
7/12/2017,1547,
7/14/2017,1554,
7/14/2017,1539,
7/14/2017,1534,
7/14/2017,1399,
7/14/2017,1391,
7/17/2017,1517,
7/17/2017,1509,
7/17/2017,1421,
7/17/2017,1414,
7/17/2017,1406,
7/20/2017,1502,
7/20/2017,1399,
7/20/2017,1391,
7/21/2017,1385,
7/23/2017,1509,
7/26/2017,1554,
7/26/2017,1547,
7/26/2017,1539,
7/26/2017,1532,
7/26/2017,1524,
7/26/2017,1519,
7/26/2017,1376,
7/26/2017,1369,
7/27/2017,1361,
7/28/2017,1562,
7/29/2017,1354,
7/29/2017,1346,
7/29/2017,1339,
7/29/2017,1333,
8/1/2017,1313,
8/1/2017,1305,
8/1/2017,1290,
8/2/2017,1298,
8/3/2017,1567,
8/7/2017,1554,
8/7/2017,1549,
8/7/2017,1313,
8/7/2017,1305,
8/7/2017,1298,
8/7/2017,1290,
8/7/2017,1285,
8/10/2017,1543,
8/10/2017,1537,
8/10/2017,1279,
8/13/2017,1532,
8/13/2017,1526,
8/14/2017,1286,
8/15/2017,1279,
8/16/2017,1521,
8/16/2017,1515,
8/18/2017,1268,
8/18/2017,1260,
8/18/2017,1253,
8/18/2017,1247,
8/19/2017,1502,
8/19/2017,1494,
8/21/2017,1238,
8/21/2017,1231,
8/22/2017,1483,
8/22/2017,1476,
8/22/2017,1468,
8/24/2017,1223,
8/24/2017,1216,
8/24/2017,1186,
8/24/2017,1178,
8/24/2017,1171,
8/25/2017,1461,
8/26/2017,1208,
8/26/2017,1201,
8/26/2017,1194,
8/28/2017,1491,
8/28/2017,1483,
8/28/2017,1476,
8/30/2017,1499,
8/30/2017,1219,
8/30/2017,1212,
8/31/2017,1513,
8/31/2017,1506,
9/2/2017,1193,
9/3/2017,1491,
9/3/2017,1483,
9/3/2017,1476,
9/4/2017,1201,
9/5/2017,1231,
9/5/2017,1223,
9/5/2017,1216,
9/5/2017,1208,
9/6/2017,1470,
9/8/2017,1294,
9/8/2017,1279,
9/8/2017,1272,
9/8/2017,1264,
9/8/2017,1257,
9/8/2017,1249,
9/8/2017,1244,
9/9/2017,1483,
9/9/2017,1476,
9/10/2017,1287,
9/12/2017,1506,
9/12/2017,1498,
9/12/2017,1491,
9/14/2017,1514,
9/14/2017,1270,
9/16/2017,1276,
9/17/2017,1283,
9/19/2017,1522,
9/20/2017,1536,
9/20/2017,1528,
9/20/2017,1301,
9/20/2017,1294,
9/23/2017,1369,
9/23/2017,1361,
9/23/2017,1354,
9/23/2017,1346,
9/23/2017,1339,
9/23/2017,1331,
9/23/2017,1324,
9/23/2017,1318,
9/26/2017,1529,
