rank,date,company,value,industry,country,gang_rank,max_tech,tech_n,max_others,others_n,yearly_max_total
3,12-31-2002,Exxon Mobil,2.41037E+11,Oil & Gas,United States,2,2.64003E+11,2,2.59647E+11,8,5.34123E+11
2,12-31-2002,General Electric,2.59647E+11,Diverse,United States,1,2.64003E+11,2,2.59647E+11,8,5.34123E+11
2,12-31-2001,Microsoft,3.26639E+11,Technology,United States,1,3.26639E+11,2,3.72089E+11,8,7.12703E+11
7,12-31-2001,Intel Corporation,2.03838E+11,Technology,United States,2,3.26639E+11,2,3.72089E+11,8,7.12703E+11
10,12-31-2001,Royal Dutch Shell,1.89913E+11,Oil & Gas,UK-Netherlands,8,3.26639E+11,2,3.72089E+11,8,7.12703E+11
9,12-31-2001,Johnson & Johnson,1.97912E+11,Healthcare,United States,7,3.26639E+11,2,3.72089E+11,8,7.12703E+11
8,12-31-2001,BP,2.00794E+11,Oil & Gas,United Kingdom,6,3.26639E+11,2,3.72089E+11,8,7.12703E+11
6,12-31-2001,Pfizer,2.49021E+11,Healthcare,United States,5,3.26639E+11,2,3.72089E+11,8,7.12703E+11
5,12-31-2001,Citigroup,2.55299E+11,Financial,United States,4,3.26639E+11,2,3.72089E+11,8,7.12703E+11
4,12-31-2001,Wal-Mart,2.7322E+11,Retail,United States,3,3.26639E+11,2,3.72089E+11,8,7.12703E+11
3,12-31-2001,Exxon Mobil,2.9982E+11,Oil & Gas,United States,2,3.26639E+11,2,3.72089E+11,8,7.12703E+11
1,12-31-2001,General Electric,3.72089E+11,Diverse,United States,1,3.26639E+11,2,3.72089E+11,8,7.12703E+11
5,12-31-2000,Microsoft,2.58436E+11,Technology,United States,2,3.04699E+11,3,4.77406E+11,7,7.97747E+11
2,12-31-2000,Cisco,3.04699E+11,Technology,United States,1,3.04699E+11,3,4.77406E+11,7,7.97747E+11
9,12-31-2000,Intel Corporation,2.27048E+11,Technology,United States,3,3.04699E+11,3,4.77406E+11,7,7.97747E+11
10,12-31-2000,Royal Dutch Shell,2.0634E+11,Oil & Gas,UK-Netherlands,7,3.04699E+11,3,4.77406E+11,7,7.97747E+11
8,12-31-2000,Vodafone,2.27175E+11,Telecommunications,United Kingdom,6,3.04699E+11,3,4.77406E+11,7,7.97747E+11
7,12-31-2000,Citigroup,2.50143E+11,Financial,United States,5,3.04699E+11,3,4.77406E+11,7,7.97747E+11
6,12-31-2000,Wal-Mart,2.50955E+11,Retail,United States,4,3.04699E+11,3,4.77406E+11,7,7.97747E+11
4,12-31-2000,Pfizer,2.63996E+11,Healthcare,United States,3,3.04699E+11,3,4.77406E+11,7,7.97747E+11
3,12-31-2000,Exxon Mobil,2.86367E+11,Oil & Gas,United States,2,3.04699E+11,3,4.77406E+11,7,7.97747E+11
1,12-31-2000,General Electric,4.77406E+11,Diverse,United States,1,3.04699E+11,3,4.77406E+11,7,7.97747E+11
9,12-31-1999,Lucent Technologies,2.37668E+11,Technology,United States,4,5.86197E+11,4,4.74956E+11,6,1.08238E+12
4,12-31-1999,Cisco,3.48965E+11,Technology,United States,2,5.86197E+11,4,4.74956E+11,6,1.08238E+12
1,12-31-1999,Microsoft,5.86197E+11,Technology,United States,1,5.86197E+11,4,4.74956E+11,6,1.08238E+12
6,12-31-1999,Intel Corporation,2.77096E+11,Technology,United States,3,5.86197E+11,4,4.74956E+11,6,1.08238E+12
10,12-31-1999,Deutsche Telekom,2.09628E+11,Telecommunications,Germany,6,5.86197E+11,4,4.74956E+11,6,1.08238E+12
8,12-31-1999,Exxon Mobil,2.65894E+11,Oil & Gas,United States,5,5.86197E+11,4,4.74956E+11,6,1.08238E+12
7,12-31-1999,Nippon,2.74905E+11,Telecommunications,Japan,4,5.86197E+11,4,4.74956E+11,6,1.08238E+12
5,12-31-1999,Wal-Mart,2.86153E+11,Retail,United States,3,5.86197E+11,4,4.74956E+11,6,1.08238E+12
3,12-31-1999,NTT DoCoMo,3.66204E+11,Mobile Operator,Japan,2,5.86197E+11,4,4.74956E+11,6,1.08238E+12
2,12-31-1999,General Electric,4.74956E+11,Diverse,United States,1,5.86197E+11,4,4.74956E+11,6,1.08238E+12
10,12-31-1998,IBM,1.21184E+11,Technology,United States,3,2.71854E+11,3,2.58871E+11,7,5.4134E+11
1,12-31-1998,Microsoft,2.71854E+11,Technology,United States,1,2.71854E+11,3,2.58871E+11,7,5.4134E+11
7,12-31-1998,Intel Corporation,1.4406E+11,Technology,United States,2,2.71854E+11,3,2.58871E+11,7,5.4134E+11
9,12-31-1998,Wal-Mart,1.23062E+11,Retail,United States,7,2.71854E+11,3,2.58871E+11,7,5.4134E+11
8,12-31-1998,Coca-Cola,1.42164E+11,Food,United States,6,2.71854E+11,3,2.58871E+11,7,5.4134E+11
6,12-31-1998,Pfizer,1.48074E+11,Healthcare,United States,5,2.71854E+11,3,2.58871E+11,7,5.4134E+11
5,12-31-1998,Merck,1.54753E+11,Healthcare,United States,4,2.71854E+11,3,2.58871E+11,7,5.4134E+11
4,12-31-1998,Royal Dutch Shell,1.64157E+11,Oil & Gas,UK-Netherlands,3,2.71854E+11,3,2.58871E+11,7,5.4134E+11
3,12-31-1998,Exxon Mobil,1.72213E+11,Oil & Gas,United States,2,2.71854E+11,3,2.58871E+11,7,5.4134E+11
2,12-31-1998,General Electric,2.58871E+11,Diverse,United States,1,2.71854E+11,3,2.58871E+11,7,5.4134E+11
3,12-31-1997,Microsoft,1.5966E+11,Technology,United States,1,1.5966E+11,2,2.22748E+11,8,3.90056E+11
6,12-31-1997,Intel Corporation,1.50838E+11,Technology,United States,2,1.5966E+11,2,2.22748E+11,8,3.90056E+11
10,12-31-1997,Novartis,1.04468E+11,Healthcare,Switzerland,8,1.5966E+11,2,2.22748E+11,8,3.90056E+11
9,12-31-1997,Toyota,1.16585E+11,Automotive,Japan,7,1.5966E+11,2,2.22748E+11,8,3.90056E+11
8,12-31-1997,Merck,1.20757E+11,Healthcare,United States,6,1.5966E+11,2,2.22748E+11,8,3.90056E+11
7,12-31-1997,Nippon,1.46139E+11,Telecommunications,Japan,5,1.5966E+11,2,2.22748E+11,8,3.90056E+11
5,12-31-1997,Coca-Cola,1.51288E+11,Food,United States,4,1.5966E+11,2,2.22748E+11,8,3.90056E+11
4,12-31-1997,Exxon Mobil,1.5797E+11,Oil & Gas,United States,3,1.5966E+11,2,2.22748E+11,8,3.90056E+11
2,12-31-1997,Royal Dutch Shell,1.91002E+11,Oil & Gas,UK-Netherlands,2,1.5966E+11,2,2.22748E+11,8,3.90056E+11
1,12-31-1997,General Electric,2.22748E+11,Diverse,United States,1,1.5966E+11,2,2.22748E+11,8,3.90056E+11
5,12-31-1996,Exxon Mobil,1.02161E+11,Oil & Gas,United States,5,,0,1.36515E+11,5,1.39245E+11
4,12-31-1996,Nippon,1.13609E+11,Telecommunications,Japan,4,,0,1.36515E+11,5,1.39245E+11
3,12-31-1996,Coca-Cola,1.17258E+11,Food,United States,3,,0,1.36515E+11,5,1.39245E+11
2,12-31-1996,Royal Dutch Shell,1.28206E+11,Oil & Gas,UK-Netherlands,2,,0,1.36515E+11,5,1.39245E+11
1,12-31-1996,General Electric,1.36515E+11,Diverse,United States,1,,0,1.36515E+11,5,1.39245E+11
